name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude
TB. Winar Jaya,"Jl. Kb. Kacang 9 No.51 11, RT.11/RW.4, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240",,(021) 3143095,30.0,4.4,-6.2817645,106.7209522
Toko Baru,"Jl. Panglima Polim No.192c, RT.2/RW.5, Pulo, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160",,(021) 7244434,187.0,4.5,-6.2525502,106.6529387
TB. Aneka Jaya Makmur,"Jl. Karet Belakang Barat, RT.10/RW.2, Kuningan, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",,(021) 52920010,38.0,4.4,-6.2525502,106.6529387
SINAR KEDOYA TOKO BANGUNAN,"Jl. Kedoya Pesing No.9, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",,(021) 5802800,45.0,4.8,-6.2525502,106.6529387
TB. Padma Putra Jaya,"Jl. Anggrek Cendrawasih Raya No.8A 7, RT.7/RW.3, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480",,(021) 5481438,22.0,4.6,-6.2525502,106.6529387
Toko Serba Jaya,"Jl. K.H. Wahid Hasyim No.58 7, RT.7/RW.5, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",,(021) 3144138,36.0,4.5,-6.2525502,106.6529387
Hari Hari Bangunan Kresek,"Jl. Raya Kresek No.8, RT.8/RW.3, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",,0818-0880-0996,112.0,4.9,-6.1773916,106.5676201
Toko Bangunan Sumber Rezeki,"3, Jl. Al - Bariyah Jl. Raya Inpres No.73, RT.4/RW.9, Kp. Tengah, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13540",,,,,-6.2877442,106.7187412
Kaisar KK 99,"Jl. Jati Padang Raya No.1 6, RT.6/RW.4, Jati Padang, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540",,(021) 7890602,4.0,4.8,-6.2877442,106.7187412
Tb. Jati Murni,"Gn. Kelud Ud., Jl. Cideng Barat No.Raya 90, RT.3/RW.1, Cideng, Gambir, Central Jakarta City, Jakarta 10150",,(021) 3803972,60.0,4.4,-6.2877442,106.7187412
TB. ASIA JAYA,"Jl. Melur No.6 11, RT.4/RW.3, Sunter Agung, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14350",,0812-8843-0592,28.0,4.8,-6.1302635,106.7104574
Tb. Kota Bambu Jaya,"4 Jalan Kota Bambu Raya No.05, RT.03 4 5, RT.4/RW.5, Kota Bambu Sel., Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11420",,0878-7179-7004,50.0,4.5,-6.1302635,106.7104574
