name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude,map_url
Libby - Gubeng,"Jl. Raya Gubeng No.4, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60293",,0813-3662-3555,850,4.6,-7.3044176,112.6182748,"https://www.google.com/maps/place/Libby+-+Gubeng/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbd9f28fd3f7:0x3fb9d3aba73d0ba7!8m2!3d-7.269574!4d112.7506105!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F1hm43763y?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Cake Boss,"Jl. Krukah Utara No.68, RT.003/RW.05, Ngagelrejo, Kec. Wonokromo, Surabaya, Jawa Timur 60245",,(031) 99445727,985,4.6,-7.3044176,112.6182748,"https://www.google.com/maps/place/Cake+Boss/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb43afa9a353:0x441d73d762280f2a!8m2!3d-7.2935827!4d112.752934!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11fj_fydtd?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Roti Mox - Kedung Cowek,"Jl. Kedung Cowek No.47 D, Gading, Kec. Tambaksari, Surabaya, Jawa Timur 60134",rotimox.com,0812-1609-4414,1154,5.0,-7.3044176,112.6182748,"https://www.google.com/maps/place/Roti+Mox+-+Kedung+Cowek/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f9a3e748e9c5:0xb1c97f68b7149ff8!8m2!3d-7.2418297!4d112.7691185!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11hdc4bjzf?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Roti Mox,"Jl. Simokerto No.26, Simokerto, Kec. Simokerto, Surabaya, Jawa Timur 60143",rotimox.com,0812-3560-9590,630,4.9,-7.3044176,112.6182748,"https://www.google.com/maps/place/Roti+Mox/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f90e5e9b3e01:0xfc122d3331fc30a5!8m2!3d-7.2397239!4d112.753603!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11cls7fgqh?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Bento cake surabaya,"Jl. Semolowaru Utara IV No.10, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119",instagram.com,0857-3399-7372,23,5.0,-7.3044176,112.6182748,"https://www.google.com/maps/place/Bento+cake+surabaya/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbb241d76697:0x784dcc2a3d4d1234!8m2!3d-7.2998706!4d112.7767378!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11t6kn98_4?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Kue ulang tahun Surabaya D'Cake,"Jl. Arief Rahman Hakim Regency 21, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur",instagram.com,0852-5639-1175,6,5.0,-7.3044176,112.6182748,"https://www.google.com/maps/place/Kue+ulang+tahun+Surabaya+D'Cake/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb6161e6070b:0x69e968ce92322810!8m2!3d-7.292835!4d112.7836221!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11s8jvsjl_?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Parisienne Pastry & Bakery,"Jl. Raya Manyar No.53A, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118",parisiennepastrynbakery.com,0813-3187-7077,345,4.5,-7.3044176,112.6182748,"https://www.google.com/maps/place/Parisienne+Pastry+%26+Bakery/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbcc31b87861:0x1fa99ff50f25a8a3!8m2!3d-7.2919488!4d112.7628274!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11fhymn8p1?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Lapis Kukus Pahlawan - Genteng Official Store,"Jl. Genteng Besar No.77, Genteng, Kec. Genteng, Surabaya, Jawa Timur 60275",lapispahlawan.co.id,0811-1169-531,1477,4.9,-7.3044176,112.6182748,"https://www.google.com/maps/place/Lapis+Kukus+Pahlawan+-+Genteng+Official+Store/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f9678e5eaaab:0x16d237792149fe37!8m2!3d-7.2586817!4d112.7396299!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11h6g5402q?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
MAKO BAKERY & CAKE - TUNJUNGAN PLAZA,"Jl. Basuki Rahmat No.8-12, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60261",makobakery.com,(031) 5459604,166,4.4,-7.3044176,112.6182748,"https://www.google.com/maps/place/MAKO+BAKERY+%26+CAKE+-+TUNJUNGAN+PLAZA/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f960edb782f9:0xcc70e348515a9101!8m2!3d-7.2633571!4d112.7396774!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F1hm304gbr?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Surabaya Patata - Dharmahusada,"Jl. Dharmahusada No.187, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285",surabayapatata.com,0812-2689-9824,2255,4.2,-7.3044176,112.6182748,"https://www.google.com/maps/place/Surabaya+Patata+-+Dharmahusada/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fa29baebbd65:0x7677a9e5cd5137a9!8m2!3d-7.2673131!4d112.7709269!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11df81642x?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
LAPIS SURABAYA,"QP3M+97X, Gundih, Kec. Bubutan, Surabaya, Jawa Timur 60172",,(031) 500058,163,4.6,-7.3044176,112.6182748,"https://www.google.com/maps/place/LAPIS+SURABAYA/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f93f4cc22dc7:0xbe58063971a060d4!8m2!3d-7.2465144!4d112.7332189!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11gbxd0ktc?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
180°C Cake & Dessert,"Jl. Raya Semampir Barat No.17B, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119",,0813-3133-6676,71,5.0,-7.3044176,112.6182748,"https://www.google.com/maps/place/180%C2%B0C+Cake+%26+Dessert/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbf3f012af59:0x4767018d2a92eb49!8m2!3d-7.308152!4d112.7771479!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11fm5wdyp4?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Toko Kue Rome 21 (Ny. Dien),"Jalan Doktor Wahidin No.21, DR. Soetomo, Kec. Tegalsari, Surabaya, Jawa Timur 60264",,(031) 5681337,287,4.6,-7.3044176,112.6182748,"https://www.google.com/maps/place/Toko+Kue+Rome+21+(Ny.+Dien)/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbe9f09677a7:0x1532d22e7dccbdaf!8m2!3d-7.2816316!4d112.7383354!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F1pzwr68rn?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Kampoeng Roti Mulyosari,"Jl. Raya Mulyosari No.69D, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112",kampoengroti.com,(031) 5998905,960,4.5,-7.3044176,112.6182748,"https://www.google.com/maps/place/Kampoeng+Roti+Mulyosari/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fa1d085a2e49:0xd059394f53322386!8m2!3d-7.2624402!4d112.7956927!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F1pzvv9lbk?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Laritta Bakery - Nias,"Jl. Nias No.132, Ngagel, Kec. Wonokromo, Surabaya, Jawa Timur 60246",larittabakery.com,0896-1251-7407,773,4.8,-7.3044176,112.6182748,"https://www.google.com/maps/place/Laritta+Bakery+-+Nias/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbc56e828491:0xc4de5d7ceda47ff5!8m2!3d-7.2783088!4d112.749888!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F1hm2twzcj?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Toko Kue Ny Yasin Zein,"Jl. Dharmahusada Indah Utara I No.25 Blok B 44, Mulyorejo, Surabaya, East Java 60115",,(031) 5920082,120,4.3,-7.3044176,112.6182748,"https://www.google.com/maps/place/Toko+Kue+Ny+Yasin+Zein/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb6ae544aa8d:0x123d753b23286696!8m2!3d-7.2700107!4d112.7758967!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F1pv0f959h?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Cherry Bakery & Cake Surabaya,"JL patimura 23, Jl. Darmo Baru Barat XII No.23, Surabaya, Jawa Timur 60189",,0821-3990-8696,6,5.0,-7.3044176,112.6182748,"https://www.google.com/maps/place/Cherry+Bakery+%26+Cake+Surabaya/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fd9aced966af:0x2d26c5f216356e21!8m2!3d-7.2771016!4d112.698232!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11jzhndx83?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
MAKO BAKERY & CAKE - Plaza Surabaya,"Plaza Surabaya, Jl. Pemuda Lantai 1, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271",makobakery.com,0812-8070-0824,133,4.2,-7.3044176,112.6182748,"https://www.google.com/maps/place/MAKO+BAKERY+%26+CAKE+-+Plaza+Surabaya/@-7.3044176,112.6182748,12z/data=!3m1!5s0x2dd7f9623be241d9:0x565a4b2fd4071dbb!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f962f3bfa483:0xc30c9745eaf10ee0!8m2!3d-7.2651239!4d112.748461!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11b6p_bf3y?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Tart Alyssa cake,"Kupang Gn. Bar. VIII Jl. Rukun Tetangga 03 No.9a, RT.03/RW.09, Putat Jaya, Kec. Sawahan, Surabaya, Jawa Timur 60255",,0857-3300-5552,36,4.9,-7.3044176,112.6182748,"https://www.google.com/maps/place/Tart+Alyssa+cake/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb39d6ce64ed:0x9548e15b56acc7bc!8m2!3d-7.2781536!4d112.7214181!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11h4bypg8f?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Holland Bakery,"Jl. Komisaris Besar Polisi Jl. Kombes Pol. Moh. Duryat No.14-16, Tegalsari, Kec. Tegalsari, Surabaya, Jawa Timur 60262",,(031) 5454477,322,4.6,-7.3044176,112.6182748,"https://www.google.com/maps/place/Holland+Bakery/@-7.3044176,112.6182748,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbdfc9354b3b:0xb1e81c50447ae014!8m2!3d-7.2683514!4d112.7386368!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F1th45x5t?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
"Pusat Kue Basah Surabaya, Kue Tampah, Kue Nampan dan Snack Box Surabaya",,instagram.com,0895-1873-7400,3,5.0,-6.914709,113.4390448,"https://www.google.com/maps/place/Pusat+Kue+Basah+Surabaya,+Kue+Tampah,+Kue+Nampan+dan+Snack+Box+Surabaya/@-6.914709,113.4390448,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbf2a4128cdd:0x90f46344be0af138!8m2!3d-6.914709!4d113.5832404!15sChF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11gtb_svp1?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Anita Family Bakery Kapas Krampung,"Jl. Kapas Krampung No.200, Ploso, Kec. Tambaksari, Surabaya, Jawa Timur 60133",anitafamily.co.id,0811-3250-313,97,4.6,-7.2505018,112.6206815,"https://www.google.com/maps/place/Anita+Family+Bakery+Kapas+Krampung/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f90fb4683051:0x13e6033ea4a580ef!8m2!3d-7.2505018!4d112.7648771!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11mvtnb6kq?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Barby's Bakery - Tunjungan Plaza 3,"Level 5, Tunjungan Plaza 3, Jl. Basuki Rahmat No.8-12, Kedungdoro, Tegalsari, Surabaya, East Java 60261",,0878-5412-3435,182,4.8,-7.2505018,112.6206815,"https://www.google.com/maps/place/Barby's+Bakery+-+Tunjungan+Plaza+3/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbdc41f2dab1:0x2266aad642111052!8m2!3d-7.2617173!4d112.739998!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F1pzqmmgnk?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Kue Ulang Tahun Surabaya,"Dukuh Menanggal, Kec. Gayungan, Surabaya, Jawa Timur 60234",,0812-6120-165,15,4.5,-7.2505018,112.6206815,"https://www.google.com/maps/place/Kue+Ulang+Tahun+Surabaya/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb4d9b5101fb:0x3c70eda0e30d01da!8m2!3d-7.3454183!4d112.72791!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11gch_jjfk?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Ferros Cake ( Gethuk Roll Surabaya ),"Jl. Labansari I No.12, RT.01/RW.05, Dukuh Sutorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60113",,0838-5473-3843,47,5.0,-7.2505018,112.6206815,"https://www.google.com/maps/place/Ferros+Cake+(+Gethuk+Roll+Surabaya+)/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f9a1dbef6437:0x39215f3d8123317!8m2!3d-7.2574577!4d112.7917219!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11p_6f0wpv?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Pawonlory kuetartsurabaya,"Jl. Embong Malang No.71-75, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60261",msha.ke,0822-7299-8989,18,4.9,-7.2505018,112.6206815,"https://www.google.com/maps/place/Pawonlory+kuetartsurabaya/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f9427875a325:0xf05e5db6df103779!8m2!3d-7.259285!4d112.7354775!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11h0bwl085?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Kue-kue Ibu Hasan - Manyar Rejo,"Jl. Manyar Rejo No.8 Wonokromo Wonokromo, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60243",,0812-4428-2626,620,4.5,-7.2505018,112.6206815,"https://www.google.com/maps/place/Kue-kue+Ibu+Hasan+-+Manyar+Rejo/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fa4d1a617cdd:0xa3dcdaefed4e93cd!8m2!3d-7.2938623!4d112.7630436!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F1hdyzv1jc?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Kue Luwes Surabaya,"Jl. Semolowaru Utara No.21, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119",linktr.ee,0857-3520-8442,32,4.2,-7.2505018,112.6206815,"https://www.google.com/maps/place/Kue+Luwes+Surabaya/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fa5be0a94d1d:0x543c00d89bc1e8fd!8m2!3d-7.2995855!4d112.7792505!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11b6xh89g4?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Tungga Dewi Cake Kapas Krampung,"Jl. Kapas Krampung No.200A, Ploso, Kec. Tambaksari, Surabaya, Jawa Timur 60133",instagram.com,0811-3250-313,30,5.0,-7.2505018,112.6206815,"https://www.google.com/maps/place/Tungga+Dewi+Cake+Kapas+Krampung/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f9aa53552461:0xff31ea4636f8317c!8m2!3d-7.2504671!4d112.7645476!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11n0k4qhr2?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Kue Tart Mom's Shaka,"Jl. Banyu Urip Kidul VI C No.5, Banyu Urip, Kec. Sawahan, Surabaya, Jawa Timur 60254",kuetartmurahsurabaya.blogspot.com,0895-3788-93000,41,4.8,-7.2505018,112.6206815,"https://www.google.com/maps/place/Kue+Tart+Mom's+Shaka/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb530ae5009d:0x59dcbf3dd7eb158e!8m2!3d-7.2721453!4d112.7191159!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBDndlZGRpbmdfYmFrZXJ54AEA!16s%2Fg%2F11rwrw04tr?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
La Patisserie,"Sheraton Surabaya Hotel & Towers, Jl. Embong Malang No.25-31, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60261",marriott.com,(031) 5468000,17,4.8,-7.2505018,112.6206815,"https://www.google.com/maps/place/La+Patisserie/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f95d0052a0cf:0x4444414e0f819cd7!8m2!3d-7.2628554!4d112.7383126!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBC3Bhc3RyeV9zaG9w4AEA!16s%2Fg%2F11jf0301hy?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
SpikoeLivana Kartini & LIVKOPI,"Jl. R.A Kartini No.127, DR. Soetomo, Kec. Tegalsari, Surabaya, Jawa Timur 60264",spikoelivana.com,0821-3229-1276,222,4.8,-7.2505018,112.6206815,"https://www.google.com/maps/place/SpikoeLivana+Kartini+%26+LIVKOPI/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb0b68ef9135:0xed39f4f96e3566fe!8m2!3d-7.2786879!4d112.7326628!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11g18w3k8r?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Gosyen Bakery,"Ruko Tidar Mas Square, Jl. Tidar No.308-310 Blok A8, Tembok Dukuh, Kec. Bubutan, Surabaya, Jawa Timur 60252",,0811-3399-482,194,4.6,-7.2505018,112.6206815,"https://www.google.com/maps/place/Gosyen+Bakery/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f94db10d468f:0xfb9f38cc3a3334b6!8m2!3d-7.2557459!4d112.7188401!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F1pzsywrcj?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Fran's Bakery & Ice Cream,"Jl. Raya Gubeng No.64, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281",,(031) 5014580,145,4.4,-7.2505018,112.6206815,"https://www.google.com/maps/place/Fran's+Bakery+%26+Ice+Cream/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbdbc7956313:0x5b7232c10b358442!8m2!3d-7.2729128!4d112.7472151!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F1ptxpq8dk?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Lien Cakes,"Jl. Rungkut Asri Utara XI No.3, Kali Rungkut, Kec. Rungkut, Surabaya, Jawa Timur 60293",,0812-3555-9833,28,4.0,-7.2505018,112.6206815,"https://www.google.com/maps/place/Lien+Cakes/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb9f5bdd4e87:0xb3c97b361b2473fb!8m2!3d-7.323281!4d112.77298!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11ghlhrrb3?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Spikoe Resep Kuno,"Jl. Rungkut Madya No.41, Rungkut Kidul, Kec. Rungkut, Surabaya, Jawa Timur 60293",spikoeresepkuno.com,(031) 8711292,5136,4.6,-7.2505018,112.6206815,"https://www.google.com/maps/place/Spikoe+Resep+Kuno/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fadb24005907:0x6675f4281aed51c0!8m2!3d-7.3311105!4d112.7742819!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F1pzttlhws?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
